Price,Color,Type,Suitable For,MS Office Provided,Dedicated Graphic Memory Capacity,Processor Brand,Processor Name,SSD Capacity,RAM,RAM Type,Processor Variant,Clock Speed,Cache,Graphic Processor,Number of Cores,Operating System,Touchscreen,Screen Size,Screen Resolution,Screen Type,Wireless LAN,Bluetooth,Weight,Keyboard Backlight,Warranty Summary,Web Camera,Brightness,Refresh Rate,HDD Capacity,Brand
77295.7,Phantom Grey with speckles,Gaming Laptop,Gaming,Yes,6.0,AMD,Ryzen 7 Octa Core,512.0,16.0,DDR4,5800H,4.4,16.0,NVIDIA GeForce RTX 3060,8.0,Windows 11 Home,No,39.62,2073600.0,WVA,6.0,5.0,2.57,RGB,1 Year Premium Support,864000,300.0,165.0,0.0,dell
57802.05,Dark Shadow Grey,Gaming Laptop,Gaming,Yes,4.0,Intel,Core i5,512.0,16.0,DDR4,11400H,4.5,12.0,NVIDIA GeForce RTX 3050 Ti,8.0,Windows 11 Home,No,39.62,2073600.0,WVA,6.0,5.0,2.65,RGB,1 Year Premium Support,864000,250.0,120.0,0.0,dell
67212.77,Dark Shadow Grey,Gaming Laptop,Gaming,Yes,4.0,Intel,Core i7,512.0,16.0,DDR4,11800H,4.6,24.0,NVIDIA GeForce RTX 3050 Ti,8.0,Windows 11 Home,No,39.62,2073600.0,WVA,6.0,5.0,2.65,RGB,1 Year Premium Support,864000,250.0,120.0,0.0,dell
67212.77,Dark Shadow Grey,Gaming Laptop,Gaming,Yes,4.0,Intel,Core i7,512.0,16.0,DDR4,11800H,4.6,24.0,NVIDIA GeForce RTX 3050Ti,8.0,Windows 11 Home,No,39.62,2073600.0,WVA,6.0,5.0,2.4,RGB,1 Year Premium Support,864000,250.0,120.0,0.0,dell
47046.93,Carbon Gray,Thin and Light Laptop,Processing & Multitasking,No,0.0,AMD,Ryzen 7 Octa Core,512.0,8.0,DDR4,5700U,4.3,8.0,AMD Radeon,8.0,Windows 11 Home,No,39.62,2073600.0,IPS,6.0,5.1,1.6,RGB,1 Year Warranty Term,864000,250.0,60.0,0.0,msi
36964.0,Jet Black,Thin and Light Laptop,Processing & Multitasking,Yes,0.0,Intel,Core i5,512.0,8.0,DDR4,1155G7,4.5,8.0,Intel Integrated Iris Xe Graphics,4.0,Windows 11 Home,No,39.62,2073600.0,TN,6.0,5.2,1.69,RGB,1 Year Onsite Warranty,864000,250.0,60.0,0.0,hp
33603.03,Pure Silver,Notebook,Processing & Multitasking,Yes,0.0,Intel,Core i5,0.0,8.0,DDR4,1135G7,4.2,8.0,Intel Integrated Iris Xe Graphics,4.0,Windows 11 Home,No,39.62,2073600.0,TN,6.0,5.1,1.65,RGB,1 Year International Travelers Warranty,864000,250.0,60.0,1024.0,acer
24192.3,Pure Silver,Laptop,"Entertainment, Everyday Use, Performance, Processing & Multitasking, Travel & Business",No,0.0,AMD,Ryzen 3 Dual Core,512.0,8.0,DDR4,3250U,3.5,8.0,AMD Radeon,2.0,Windows 11 Home,No,39.62,2073600.0,TN,5.0,4.2,1.9,RGB,1 Year International Travelers Warranty (ITW),864000,250.0,60.0,0.0,acer
28561.56,Natural Silver,Laptop,Processing & Multitasking,Yes,0.0,Intel,Core i3,512.0,8.0,DDR4,1125G4,3.7,8.0,Intel Integrated UHD,4.0,Windows 11 Home,No,39.62,2073600.0,TN,5.0,5.0,1.69,RGB,1 Year Onsite Warranty,864000,250.0,60.0,0.0,hp
22853.96,Pure Silver,Notebook,Processing & Multitasking,No,0.0,AMD,Ryzen 3 Dual Core,512.0,4.0,DDR4,R33250U,3.5,8.0,AMD Radeon,2.0,Windows 11 Home,No,39.62,2073600.0,TN,5.0,4.2,1.9,RGB,1 Year International Travelers Warranty,307200,250.0,60.0,0.0,acer
59146.44,Pine Grey,Thin and Light Laptop,Processing & Multitasking,Yes,0.0,Intel,Core i5,512.0,16.0,LPDDR4X,1135G7,4.2,8.0,Intel Integrated Iris Xe Graphics,4.0,Windows 11 Home,Yes,33.78,2073600.0,TN,6.0,5.0,1.3,Non-Backlit,1 Year onsite warranty,864000,550.0,60.0,0.0,asus
61774.72,Jade Black,Thin and Light Laptop,Processing & Multitasking,Yes,0.0,AMD,Ryzen 5 Hexa Core,512.0,16.0,LPDDR4X,5600H,4.2,19.0,AMD Radeon,6.0,Windows 11 Home,Yes,35.56,5184000.0,TN,6.0,5.0,1.4,Non-Backlit,1 Year Onsite Warranty,864000,550.0,60.0,0.0,asus
36964.0,Black,2 in 1 Laptop,Processing & Multitasking,Yes,0.0,Intel,Pentium Quad Core,256.0,8.0,LPDDR4X,N6000,3.3,4.0,Intel Integrated UHD,4.0,Windows 11 Home,Yes,33.78,2073600.0,TN,6.0,5.2,0.78,RGB,1 Year Onsite Warranty,5038848,550.0,60.0,0.0,asus
70573.75,Pine Grey,Thin and Light Laptop,Processing & Multitasking,Yes,0.0,Intel,Core i7,512.0,16.0,LPDDR4X,1165G7,4.7,12.0,Intel Integrated Iris Xe Graphics,4.0,Windows 11 Home,Yes,33.78,2073600.0,TN,6.0,5.0,1.3,Non-Backlit,1 Year Onsite Warranty,864000,550.0,60.0,0.0,asus
90739.6,Celestial Blue,Thin and Light Laptop,Processing & Multitasking,Yes,2.0,Intel,Core i7,1024.0,16.0,LPDDR4X,1195G7,5.0,12.0,NVIDIA GeForce MX450,4.0,Windows 11 Home,Yes,35.56,2073600.0,IPS,6.0,5.2,1.62,Non-Backlit,1 Year Onsite Warranty,864000,400.0,60.0,0.0,asus
67212.77,Celestial Blue,Thin and Light Laptop,Processing & Multitasking,Yes,0.0,Intel,Core i5,512.0,8.0,LPDDR4X,1135G7,4.2,8.0,Intel Integrated Iris Xe,4.0,Windows 11 Home,Yes,35.56,2073600.0,IPS,6.0,5.2,1.62,Non-Backlit,1 Year Onsite Warranty,864000,400.0,60.0,0.0,asus
59146.44,Pine Grey,Thin and Light Laptop,Processing & Multitasking,Yes,0.0,Intel,Core i5,512.0,16.0,LPDDR4X,1135G7,4.2,8.0,Intel Integrated Iris Xe Graphics,4.0,Windows 11 Home,Yes,33.78,2073600.0,TN,6.0,5.0,1.3,Non-Backlit,1 Year onsite warranty,864000,550.0,60.0,0.0,asus
20159.13,Transparent Silver,Thin and Light Laptop,Processing & Multitasking,Yes,0.0,Intel,Pentium Silver,256.0,4.0,DDR4,N6000,3.3,4.0,Intel Integrated UHD,4.0,Windows 11 Home,No,35.56,2073600.0,TN,5.0,4.1,1.5,RGB,1 Year onsite warranty,864000,220.0,60.0,0.0,asus
77295.7,Celestial Blue,Thin and Light Laptop,Processing & Multitasking,Yes,2.0,Intel,Core i5,512.0,16.0,LPDDR4X,1155G7,4.5,8.0,NVIDIA GeForce MX450,4.0,Windows 11 Home,Yes,35.56,2073600.0,IPS,6.0,5.2,1.62,Non-Backlit,1 Year Onsite Warranty,864000,400.0,60.0,0.0,asus
67212.77,Celestial Blue,Thin and Light Laptop,Processing & Multitasking,Yes,0.0,Intel,Core i5,512.0,8.0,LPDDR4X,1155G7,4.5,8.0,Intel Integrated Iris Xe,4.0,Windows 11 Home,Yes,35.56,2073600.0,IPS,6.0,5.2,1.62,Non-Backlit,1 Year Onsite Warranty,864000,400.0,60.0,0.0,asus
48391.32,Platinum Silver,Thin and Light Laptop,Everyday Use,Yes,2.0,Intel,Core i5,512.0,16.0,DDR4,1135G7,4.2,8.0,NVIDIA GeForce MX350,4.0,Windows 11 Home,No,39.62,2073600.0,WVA,5.0,5.0,1.8,RGB,1 Year Onsite Warranty,864000,250.0,60.0,0.0,dell
32258.64,Natural Silver,Thin and Light Laptop,"Everyday Use, Processing & Multitasking",Yes,0.0,AMD,Ryzen 5 Hexa Core,512.0,8.0,DDR4,5500U,4.0,8.0,AMD Radeon,6.0,Windows 11 Home,No,39.62,2073600.0,TN,5.0,4.2,1.69,RGB,1 Year Onsite Warranty,864000,250.0,60.0,0.0,hp
28225.47,Natural Silver,Thin and Light Laptop,"Everyday Use, Processing & Multitasking",Yes,0.0,Intel,Core i3,512.0,8.0,DDR4,1125G4,3.7,8.0,Intel Integrated UHD,4.0,Windows 11 Home,No,39.62,2073600.0,TN,5.0,5.0,1.69,RGB,1 Year Onsite Warranty,864000,250.0,60.0,0.0,hp
53768.88,Moonlight White,Thin and Light Laptop,Processing & Multitasking,Yes,4.0,AMD,Ryzen 7 Octa Core,512.0,16.0,DDR4,5800HS,4.4,20.0,NVIDIA GeForce GTX 1650,8.0,Windows 10 Home,No,35.56,2073600.0,IPS,6.0,5.1,1.6,Non-Backlit,1 Year Onsite Warranty,864000,250.0,144.0,0.0,asus
53768.88,Eclipse Gray,Gaming Laptop,Processing & Multitasking,Yes,0.0,AMD,Ryzen 7 Octa Core,512.0,16.0,DDR4,5800HS,4.4,20.0,NVIDIA GeForce GTX 1650,8.0,Windows 10 Home,No,35.56,2073600.0,IPS,6.0,5.1,1.6,Non-Backlit,1 Year Onsite Warranty,864000,250.0,144.0,0.0,asus
44358.15,Cool Silver,Gaming Laptop,Processing & Multitasking,Yes,0.0,Intel,Core i5,512.0,16.0,DDR4,11300H,4.4,8.0,Intel Integrated Iris Xe,4.0,Windows 11 Home,No,35.56,5184000.0,TN,6.0,5.0,1.4,Non-Backlit,1 Year Onsite Warranty,864000,600.0,90.0,0.0,asus
27553.27,Slate Grey,Business Laptop,Processing & Multitasking,No,0.0,Intel,Core i3,256.0,8.0,DDR4,10110U,4.1,4.0,Intel Integrated HD,2.0,Windows 10 Pro,No,39.62,1049088.0,IPS,5.0,4.1,1.8,RGB,1 Year Onsite Warranty,307200,250.0,60.0,1024.0,asus
50407.9,Mist Green,Thin and Light Laptop,Processing & Multitasking,Yes,0.0,Intel,Core i5,512.0,8.0,DDR4,1135G7,4.2,8.0,Intel Integrated Iris Xe Graphics,4.0,Windows 11 Home,Yes,35.56,2073600.0,IPS,6.0,5.1,1.05,RGB,1 Year International Travelers Warranty (ITW),864000,340.0,60.0,0.0,acer
94100.57,Abyssal Black,Gaming Laptop,Gaming,No,6.0,Intel,Core i9,1024.0,16.0,DDR4,11900,5.2,16.0,NVIDIA GeForce RTX RTX 3060,8.0,Windows 11 Home,No,39.62,2073600.0,IPS,6.0,5.1,2.3,4-Zone RGB,1 Year International Travelers Warranty (ITW),864000,300.0,300.0,0.0,acer
114266.42,Abyssal Black,Gaming Laptop,Gaming,No,8.0,Intel,Core i9,1024.0,32.0,DDR4,11900,5.2,16.0,NVIDIA GeForce RTX 3070,8.0,Windows 11 Home,No,39.62,2073600.0,IPS,6.0,5.1,2.3,4-Zone RGB,1 Year International Travelers Warranty (ITW),864000,300.0,300.0,0.0,acer
53768.88,Graphite Black,Gaming Laptop,Gaming,No,4.0,AMD,Ryzen 7 Octa Core,512.0,16.0,DDR4,4800H,4.2,12.0,NVIDIA GeForce RTX 3050,8.0,Windows 10 Home,No,43.94,2073600.0,TN,6.0,5.1,2.6,Non-Backlit,1 Year Onsite Warranty,864000,250.0,144.0,0.0,asus
38247.89,Natural Silver,Thin and Light Laptop,Processing & Multitasking,Yes,0.0,Intel,Core i5,512.0,8.0,DDR4,1155G7,4.5,8.0,Intel Integrated Iris Xe Graphics,4.0,Windows 11 Home,No,39.62,2073600.0,TN,6.0,5.2,1.69,RGB,1 Year onsite warranty,864000,250.0,60.0,0.0,hp
21100.2,Jet Black,Thin and Light Laptop,Processing & Multitasking,Yes,0.0,Intel,Celeron Dual Core,256.0,8.0,DDR4,N4500,2.8,4.0,Intel Integrated UHD,2.0,Windows 11 Home,No,35.56,1049088.0,TN,5.0,4.2,1.46,RGB,1 Year onsite warranty,864000,250.0,60.0,0.0,hp
26881.08,Natural Silver,Thin and Light Laptop,Processing & Multitasking,Yes,0.0,AMD,Ryzen 3 Quad Core,512.0,8.0,DDR4,5300U,3.8,4.0,AMD Radeon,4.0,Windows 11 Home,No,35.56,2073600.0,IPS,5.0,4.2,1.46,RGB,1 Year onsite warranty,864000,250.0,60.0,0.0,hp
37300.1,Dune,Thin and Light Laptop,"Everyday Use, Processing & Multitasking",Yes,2.0,Intel,Core i5,512.0,8.0,DDR4,1135G7,4.2,8.0,NVIDIA GeForce MX330,4.0,Windows 11 Home,No,35.56,2073600.0,WVA,5.0,5.0,1.59,RGB,1 Year Onsite Warranty,864000,250.0,60.0,0.0,dell
29905.95,Carbon Black,Thin and Light Laptop,Everyday Use,Yes,0.0,AMD,Ryzen 5 Quad Core,256.0,8.0,DDR4,3450U,3.5,4.0,AMD Radeon,4.0,Windows 11 Home,No,39.62,2073600.0,WVA,5.0,5.0,1.8,RGB,1 Year Onsite Warranty,864000,250.0,60.0,0.0,dell
47719.12,Platinum Silver,Thin and Light Laptop,Processing & Multitasking,Yes,0.0,Intel,Core i5,512.0,16.0,DDR4,11320H,4.5,8.0,Intel Integrated Iris Xe,4.0,Windows 11 Home,No,35.56,2073600.0,WVA,6.0,5.0,1.46,Non-Backlit,1 Year Onsite Warranty,864000,300.0,60.0,0.0,dell
53768.88,Pine Grey,Thin and Light Laptop,Processing & Multitasking,Yes,0.0,Intel,Core i5,512.0,8.0,LPDDR4X,1135G7,4.2,8.0,Intel Integrated Iris Xe Graphics,4.0,Windows 11 Home,No,33.78,2073600.0,TN,6.0,5.0,1.3,Non-Backlit,1 Year onsite warranty,864000,550.0,60.0,0.0,asus
29637.08,Dune,Thin and Light Laptop,"Everyday Use, Processing & Multitasking",Yes,0.0,Intel,Core i3,256.0,4.0,DDR4,1115G4,4.1,6.0,Intel Integrated UHD,2.0,Windows 11 Home,No,35.56,2073600.0,WVA,5.0,5.0,1.59,RGB,1 Year Onsite Warranty,864000,250.0,60.0,1024.0,dell
40661.07,Dune,Thin and Light Laptop,"Everyday Use, Processing & Multitasking",Yes,2.0,Intel,Core i5,512.0,16.0,DDR4,1135G7,4.2,8.0,NVIDIA GeForce MX330,4.0,Windows 11 Home,No,35.56,2073600.0,WVA,5.0,5.0,1.59,RGB,1 Year Onsite Warranty,864000,250.0,60.0,0.0,dell
40257.76,Carbon Black,Thin and Light Laptop,Everyday Use,Yes,0.0,Intel,Core i5,256.0,8.0,DDR4,1135G7,4.2,8.0,Intel Integrated UHD,4.0,Windows 11 Home,No,39.62,2073600.0,WVA,5.0,5.0,1.8,RGB,1 Year Onsite Warranty,864000,250.0,60.0,1024.0,dell
25536.69,Carbon Black,Thin and Light Laptop,Everyday Use,Yes,0.0,Intel,Core i3,256.0,8.0,DDR4,1005G1,3.4,4.0,Intel Integrated UHD,2.0,Windows 11 Home,No,38.0,2073600.0,WVA,5.0,5.0,1.8,RGB,1 Year Onsite Warranty,864000,250.0,60.0,0.0,dell
26208.88,Dune,Thin and Light Laptop,"Everyday Use, Processing & Multitasking",Yes,0.0,Intel,Core i3,256.0,8.0,DDR4,1115G4,4.1,6.0,Intel Integrated UHD,2.0,Windows 11 Home,No,38.0,2073600.0,WVA,5.0,5.0,1.59,RGB,1 Year Onsite Warranty,864000,250.0,60.0,0.0,dell
87378.62,Carbon Gray,Gaming Laptop,Gaming,No,10.0,AMD,Ryzen 9 Octa Core,1024.0,16.0,DDR4,5900HX,4.6,20.0,AMD Radeon RX 6700M,8.0,Windows 11 Home,No,39.62,2073600.0,IPS,6.0,5.2,1.9,Single-Color,1 Year Carry-In Warranty,864000,250.0,240.0,0.0,msi
34947.42,Pure Silver,Thin and Light Laptop,"Entertainment, Everyday Use, Performance, Processing & Multitasking, Travel & Business",Yes,0.0,AMD,Ryzen 5 Hexa Core,512.0,8.0,DDR4,5500U,4.0,8.0,AMD Radeon,4.0,Windows 11 Home,No,39.62,2073600.0,TN,6.0,5.1,1.76,RGB,1 Year International Travelers Warranty (ITW),864000,250.0,60.0,0.0,acer
27284.39,Mist Blue Speckle,Thin and Light Laptop,"Everyday Use, Processing & Multitasking",Yes,0.0,AMD,Ryzen 3 Dual Core,256.0,8.0,DDR4,3250U,3.5,4.0,AMD Radeon,2.0,Windows 11 Home,No,39.62,2073600.0,WVA,5.0,5.0,1.8,RGB,1 Year Onsite Warranty,864000,250.0,60.0,0.0,dell
26208.88,Natural Silver,Thin and Light Laptop,Processing & Multitasking,Yes,0.0,AMD,Ryzen 3 Quad Core,512.0,8.0,DDR4,5300U,3.8,4.0,AMD Radeon,4.0,Windows 11 Home,No,39.62,2073600.0,TN,5.0,4.2,1.69,RGB,1 Year Onsite Warranty,864000,250.0,60.0,0.0,hp
24864.49,Platinum Grey,Thin and Light Laptop,Processing & Multitasking,Yes,0.0,Intel,Core i3,512.0,8.0,DDR4,10110U,4.1,4.0,Intel Integrated UHD,2.0,Windows 11 Home,No,39.62,2073600.0,TN,5.0,5.0,1.7,RGB,2 Years Warranty,864000,220.0,60.0,0.0,lenovo
21503.52,Abyss Blue,Thin and Light Laptop,Processing & Multitasking,Yes,0.0,Intel,Core i3,256.0,4.0,DDR4,1005G1,3.4,4.0,Intel Integrated UHD,2.0,Windows 11 Home,No,35.56,2073600.0,TN,5.0,5.0,1.6,RGB,2 Years Warranty,864000,220.0,60.0,0.0,lenovo
32258.64,Natural Silver,Thin and Light Laptop,Processing & Multitasking,Yes,0.0,AMD,Ryzen 5 Hexa Core,512.0,8.0,DDR4,5500U,4.0,8.0,AMD Radeon,6.0,Windows 11 Home,No,35.56,2073600.0,IPS,5.0,4.2,1.46,RGB,1 Year Onsite Warranty,864000,250.0,60.0,0.0,hp
87721.44,Black,Gaming Laptop,"Gaming, Processing & Multitasking",Yes,4.0,AMD,Ryzen 9 Octa Core,1024.0,16.0,DDR4,5900H,4.6,20.0,NVIDIA GeForce RTX RTX 3050,8.0,Windows 11 Home,No,40.64,9216000.0,TN,6.0,5.0,1.95,Non-Backlit,1 Year onsite Warranty,864000,550.0,60.0,0.0,asus
51752.29,Carbon Gray,Thin and Light Laptop,Processing & Multitasking,No,2.0,Intel,Core i7,512.0,8.0,DDR4,1195G7,5.0,12.0,NVIDIA GeForce MX450,4.0,Windows 10 Home,No,35.56,2073600.0,IPS,6.0,5.1,1.3,RGB,1 Year Carry-In Warranty,864000,250.0,60.0,0.0,msi
36291.81,Natural Silver,2 in 1 Laptop,Processing & Multitasking,Yes,0.0,Intel,Core i3,256.0,8.0,DDR4,1125G4,3.7,8.0,Intel Integrated UHD,4.0,Windows 11 Home,Yes,35.56,2073600.0,IPS,6.0,5.2,1.52,RGB,1 Year Onsite Warranty,864000,250.0,60.0,0.0,hp
35619.61,Transparent Silver,2 in 1 Laptop,Processing & Multitasking,Yes,0.0,Intel,Core i3,512.0,8.0,LPDDR4X,1115G4,4.1,6.0,Intel Integrated UHD,2.0,Windows 11 Home,Yes,35.56,2073600.0,IPS,6.0,5.0,1.5,Non-Backlit,1 Year Onsite Warranty,864000,250.0,60.0,0.0,asus
43013.76,Transparent Silver,2 in 1 Laptop,Processing & Multitasking,Yes,0.0,Intel,Core i5,512.0,8.0,LPDDR4X,1135G7,4.2,8.0,Intel Integrated Iris Xe,4.0,Windows 11 Home,Yes,35.56,2073600.0,IPS,6.0,5.0,1.5,Non-Backlit,1 Year Onsite Warranty,864000,250.0,60.0,0.0,asus
33603.03,Transparent Silver,2 in 1 Laptop,Processing & Multitasking,Yes,0.0,Intel,Core i3,256.0,8.0,LPDDR4X,1115G4,4.1,6.0,Intel Integrated UHD,2.0,Windows 11 Home,Yes,35.56,2073600.0,IPS,6.0,5.0,1.5,Non-Backlit,1 Year Onsite warranty,864000,250.0,60.0,0.0,asus
24528.39,Peacock Blue,Thin and Light Laptop,"Travel & Business, Everyday Use",Yes,0.0,Intel,Pentium Quad Core,256.0,8.0,DDR4,N6000,1.1,4.0,Intel Integrated UHD,4.0,Windows 11 Home,No,35.81,2073600.0,OLED,5.0,5.0,1.73,RGB,1 Year Onsite,307200,200.0,60.0,0.0,asus
22847.91,Star Black,Thin and Light Laptop,"Travel & Business, Everyday Use",Yes,0.0,Intel,Pentium Quad Core,256.0,8.0,DDR4,N6000,1.1,4.0,Intel Integrated UHD,4.0,Windows 11 Home,No,35.56,2073600.0,OLED,5.0,5.0,1.3,RGB,1 Year Onsite Warranty,307200,250.0,60.0,0.0,asus
50139.02,Shadow_black,Laptop,Processing & Multitasking,No,4.0,AMD,Ryzen 7 Octa Core,512.0,16.0,DDR4,5800H,4.4,20.0,NVIDIA GeForce GTX NVIDIA GeForce GTX 1650 4GB GDDR6,8.0,Windows 11 Home,No,39.62,2073600.0,IPS,6.0,5.1,2.4,4-Zone RGB,1 Year Warranty + 1 Year Premium Care + 1 Year ADP,864000,300.0,165.0,0.0,lenovo
53760.81,Abyss Blue,Thin and Light Laptop,Processing & Multitasking,Yes,0.0,AMD,Ryzen 5 Hexa Core,1024.0,16.0,LPDDR4X,5500U,4.0,12.0,AMD Radeon,4.0,Windows 11 Home,Yes,33.78,2073600.0,IPS,5.0,5.0,1.31,RGB,3 Year Onsite Warranty,864000,300.0,60.0,0.0,lenovo
46044.01,Graphite Grey,Thin and Light Laptop,Processing & Multitasking,Yes,0.0,Intel,Core i5,512.0,16.0,DDR4,1135G7,4.2,8.0,Intel Integrated Iris Xe,4.0,Windows 11 Home,No,39.62,2073600.0,IPS,6.0,5.1,1.66,RGB,1 Year Onsite Warranty with 1 year damaged protection,864000,300.0,60.0,0.0,lenovo
24601.66,Platinum Grey,Thin and Light Laptop,Processing & Multitasking,Yes,0.0,Intel,Core i3,512.0,8.0,DDR4,1135G7,4.0,8.0,Intel Integrated,4.0,Windows 11 Home,No,39.62,2073600.0,TN,5.0,5.0,1.65,RGB,2 Year Onsite Warranty,864000,250.0,60.0,0.0,lenovo
90067.4,Shadow Black,Gaming Laptop,Gaming,Yes,6.0,Intel,Core i7,1024.0,16.0,DDR4,11800H,4.6,24.0,NVIDIA GeForce RTX RTX 3060,8.0,Windows 11 Home,No,40.89,2073600.0,IPS,6.0,5.2,2.32,4-Zone RGB,1 Year onsite warranty,864000,300.0,60.0,0.0,hp
28023.81,Transparent Silver,Laptop,Processing & Multitasking,Yes,0.0,Intel,Core i3,512.0,8.0,DDR4,1115G4,4.1,6.0,Intel Integrated UHD,2.0,Windows 11 Home,No,39.62,2073600.0,TN,6.0,5.0,1.8,RGB,1 Year Onsite Warranty,307200,250.0,60.0,0.0,asus
26879.73,Arctic Grey,Thin and Light Laptop,Processing & Multitasking,Yes,0.0,Intel,Core i3,256.0,8.0,DDR4,1135G7,4.0,8.0,Intel Integrated,4.0,Windows 11 Home,No,39.62,2073600.0,TN,5.0,5.0,1.65,RGB,1 Year Onsite Warranty,864000,250.0,60.0,0.0,lenovo
28897.66,Pure Silver,Laptop,"Entertainment, Everyday Use, Performance, Processing & Multitasking, Travel & Business",No,0.0,AMD,Ryzen 5 Quad Core,512.0,8.0,DDR4,3500U,3.7,8.0,AMD Radeon,4.0,Windows 11 Home,No,39.62,2073600.0,TN,5.0,4.2,1.9,RGB,1 Year International Travelers Warranty (ITW),307200,250.0,60.0,0.0,acer
65868.38,Eclipse Gray,Gaming Laptop,Gaming,No,4.0,AMD,Ryzen 9 Octa Core,512.0,16.0,DDR4,5900HX,4.6,20.0,NVIDIA GeForce RTX 3050 Ti,8.0,Windows 10 Home,No,39.62,2073600.0,TN,6.0,5.1,2.1,Non-Backlit,1 Year Onsite Warranty,864000,250.0,144.0,0.0,asus
23526.15,Pure Silver,Thin and Light Laptop,"Entertainment, Everyday Use, Performance, Processing & Multitasking, Travel & Business",No,0.0,Intel,Core i3,256.0,4.0,DDR4,1115G4,4.1,6.0,Intel Integrated UHD,2.0,Windows 11 Home,No,39.62,2073600.0,TFT,5.0,5.0,1.7,RGB,1 Year International Travelers Warranty (ITW),864000,250.0,60.0,0.0,acer
91411.79,Eclipse Gray,Gaming Laptop,Gaming,Yes,6.0,AMD,Ryzen 9 Octa Core,1024.0,16.0,DDR4,5900HX,4.6,20.0,NVIDIA GeForce RTX 3060,8.0,Windows 10 Home,No,39.62,3686400.0,IPS,6.0,5.1,2.3,Non-Backlit,1 Year Onsite Warranty,864000,300.0,165.0,0.0,asus
18814.74,Transparent Silver,Laptop,Processing & Multitasking,No,0.0,Intel,Pentium Quad Core,0.0,4.0,LPDDR4,N5000,2.7,4.0,Intel Integrated UHD,4.0,Windows 10 Home,No,39.62,2073600.0,TN,5.0,4.2,1.9,RGB,1 Year Onsite Warranty,307200,200.0,60.0,1024.0,asus
38980.59,Volcano Gray,Thin and Light Laptop,"Entertainment, Everyday Use, Performance, Processing & Multitasking, Travel & Business",Yes,0.0,Intel,Core i5,512.0,8.0,DDR4,1155G7,4.5,8.0,Intel Integrated Iris Xe,4.0,Windows 11 Home,No,39.62,2073600.0,IPS,6.0,5.1,1.8,RGB,1 Year International Travelers Warranty (ITW),864000,250.0,60.0,0.0,acer
26881.08,Transparent Silver,Thin and Light Laptop,"Travel & Business, Processing & Multitasking, Processing & Multitasking, Everyday Use, Entertainment",Yes,0.0,Intel,Core i3,512.0,8.0,DDR4,1115G4,3.0,6.0,Intel Integrated UHD,2.0,Windows 11 Home,No,35.81,2073600.0,IPS,5.0,5.0,1.6,RGB,1 Year Onsite Warranty,307200,250.0,60.0,0.0,asus
38792.37,Transparent Silver,Laptop,"Everyday Use, Entertainment, Performance, Processing & Multitasking",Yes,0.0,Intel,Core i5,512.0,16.0,DDR4,1135G7,2.4,8.0,Intel Integrated Iris Xe,4.0,Windows 11 Home,Yes,43.94,2073600.0,IPS,6.0,5.0,2.3,Non-Backlit,1 Year Onsite Warranty,864000,250.0,60.0,0.0,asus
31586.44,Transparent Silver,Thin and Light Laptop,Processing & Multitasking,Yes,0.0,Intel,Core i5,256.0,8.0,DDR4,1135G7,4.2,8.0,Intel Integrated UHD,2.0,Windows 10 Home,No,35.56,2073600.0,IPS,5.0,4.1,1.55,RGB,1 Year Onsite Warranty,307200,200.0,60.0,0.0,asus
29233.76,Platinum Silver,Thin and Light Laptop,"Everyday Use, Processing & Multitasking",Yes,0.0,AMD,Ryzen 3 Dual Core,512.0,8.0,DDR4,3250U,3.5,4.0,AMD Radeon,2.0,Windows 11 Home,No,39.62,2073600.0,WVA,5.0,5.0,1.8,RGB,1 Year Onsite Warranty,864000,250.0,60.0,0.0,dell
30578.15,Platinum Silver,Thin and Light Laptop,"Everyday Use, Processing & Multitasking",Yes,0.0,Intel,Core i3,512.0,8.0,DDR4,1115G4,4.1,6.0,Intel Integrated UHD,2.0,Windows 11 Home,No,38.0,2073600.0,WVA,5.0,5.0,1.8,RGB,1 Year Onsite Warranty,864000,250.0,60.0,0.0,dell
32930.83,Carbon Black,Thin and Light Laptop,"Everyday Use, Processing & Multitasking",Yes,0.0,Intel,Core i3,256.0,8.0,DDR4,1115G4,4.1,6.0,Intel Integrated UHD,2.0,Windows 11 Home,No,39.62,2073600.0,WVA,5.0,5.0,1.8,RGB,1 Year Onsite Warranty,864000,250.0,60.0,1024.0,dell
39383.9,Dune,Thin and Light Laptop,Everyday Use,Yes,0.0,Intel,Core i5,256.0,8.0,DDR4,1135G7,4.2,8.0,Intel Integrated Iris Xe,4.0,Windows 11 Home,No,35.56,2073600.0,WVA,5.0,5.0,1.59,RGB,1 Year Onsite Warranty,864000,250.0,60.0,1024.0,dell
47383.02,Pebble Green,2 in 1 Laptop,Processing & Multitasking,Yes,0.0,AMD,Ryzen 5 Hexa Core,512.0,8.0,DDR4,5500U,4.0,8.0,AMD Radeon,6.0,Windows 11 Home,Yes,35.56,2073600.0,WVA,6.0,5.0,1.56,Non-Backlit,1 Year Onsite Warranty,864000,250.0,60.0,0.0,dell
27553.27,Dune,Thin and Light Laptop,"Everyday Use, Processing & Multitasking",Yes,0.0,Intel,Core i3,512.0,8.0,DDR4,1005G1,3.4,4.0,Intel Integrated HD,2.0,Windows 11 Home,No,35.56,2073600.0,WVA,5.0,5.0,1.58,RGB,1 Year Onsite Warranty,864000,250.0,60.0,0.0,dell
