Price,Color,Type,Suitable For,MS Office Provided,Dedicated Graphic Memory Capacity,Processor Brand,Processor Name,SSD Capacity,RAM,RAM Type,Processor Variant,Clock Speed,Cache,Graphic Processor,Number of Cores,Operating System,Touchscreen,Screen Size,Screen Resolution,Screen Type,Wireless LAN,Bluetooth,Weight,Keyboard Backlight,Warranty Summary,Web Camera,Brightness,Refresh Rate,HDD Capacity,Brand
41669.37,Natural Silver,Thin and Light Laptop,Processing & Multitasking,Yes,0.0,AMD,Ryzen 5 Hexa Core,512.0,8.0,DDR4,5625U,4.3,16.0,AMD Radeon,6.0,Windows 11 Home,No,39.62,2073600.0,IPS,6.0,5.2,1.75,RGB,1 Year Onsite Warranty,0,250.0,60.0,0.0,hp
139944.27,Natural Silver,Laptop,Processing & Multitasking,Yes,6.0,Intel,Core i9,1024.0,32.0,DDR4,11900H,4.9,24.0,NVIDIA GeForce RTX 3060,8.0,Windows 11 Pro,No,39.62,8294400.0,TN,6.0,5.0,2.14,RGB,1 Year Onsite Warranty,864000,400.0,60.0,0.0,hp
109695.5,Natural Silver,Thin and Light Laptop,Processing & Multitasking,Yes,4.0,Intel,Core i7,1024.0,16.0,DDR4,11800H,4.6,24.0,NVIDIA GeForce RTX RTX 3050,8.0,Windows 11 Pro,Yes,39.62,8294400.0,TN,6.0,5.0,2.14,RGB,1 Year Onsite Warranty,864000,400.0,60.0,0.0,hp
36964.0,Natural Silver,Thin and Light Laptop,Processing & Multitasking,Yes,0.0,AMD,Ryzen 5 Hexa Core,512.0,8.0,DDR4,5625U,4.3,16.0,AMD Radeon,6.0,Windows 11 Home,No,35.56,2073600.0,IPS,6.0,5.2,1.41,RGB,1 Year Onsite Warranty,0,250.0,60.0,0.0,hp
40459.42,Natural Silver,Thin and Light Laptop,Processing & Multitasking,Yes,0.0,AMD,Ryzen 5 Hexa Core,512.0,8.0,DDR4,5625U,4.3,16.0,AMD Radeon,6.0,Windows 11 Home,No,39.62,2073600.0,IPS,6.0,5.2,1.75,RGB,1 Year Onsite Warranty,0,250.0,60.0,0.0,hp
40459.42,Natural Silver,Thin and Light Laptop,Processing & Multitasking,Yes,0.0,AMD,Ryzen 5 Hexa Core,512.0,8.0,DDR4,5625U,4.3,16.0,AMD Radeon,6.0,Windows 11 Home,No,39.62,2073600.0,IPS,6.0,5.2,1.75,RGB,1 Year Onsite Warranty,0,250.0,60.0,0.0,hp
36964.0,Natural Silver,Thin and Light Laptop,Processing & Multitasking,Yes,0.0,AMD,Ryzen 5 Hexa Core,512.0,8.0,DDR4,5625U,4.3,16.0,AMD Radeon,6.0,Windows 11 Home,No,35.56,2073600.0,IPS,6.0,5.2,1.41,RGB,1 Year Onsite Warranty,0,250.0,60.0,0.0,hp
109695.5,Natural Silver,Thin and Light Laptop,Processing & Multitasking,Yes,4.0,Intel,Core i7,1024.0,16.0,DDR4,11800H,4.6,24.0,NVIDIA GeForce RTX RTX 3050,8.0,Windows 11 Pro,Yes,39.62,8294400.0,TN,6.0,5.0,2.14,RGB,1 Year Onsite Warranty,864000,400.0,60.0,0.0,hp
29912.0,Black,Thin and Light Laptop,"Everyday Use, Processing & Multitasking",Yes,0.0,Intel,Core i3,512.0,8.0,DDR4,1115G4,4.1,6.0,Intel Integrated UHD,2.0,Windows 11 Home,No,39.62,2073600.0,WVA,5.0,5.0,1.8,RGB,1 Year Onsite Warranty,864000,250.0,60.0,0.0,dell
36896.78,Transparent Silver,Laptop,"Processing & Multitasking, Entertainment, Everyday Use, Performance, Travel & Business",Yes,0.0,AMD,Ryzen 7 Quad Core,512.0,16.0,DDR4,3700U,2.3,8.0,AMD Radeon Vega,4.0,Windows 11 Home,No,39.62,2073600.0,IPS,5.0,5.0,1.8,RGB,1 Year On site Manufacturing warranty,307200,250.0,60.0,0.0,asus
24190.95,Slate Grey,Business Laptop,Processing & Multitasking,No,0.0,Intel,Core i3,256.0,4.0,DDR4,1115G4,4.1,6.0,Intel Integrated HD,2.0,DOS,No,39.62,2073600.0,IPS,5.0,4.1,1.8,RGB,1 Year Onsite Warranty,307200,250.0,60.0,0.0,asus
37636.2,Natural Silver,Thin and Light Laptop,Processing & Multitasking,Yes,0.0,Intel,Core i3,512.0,8.0,DDR4,1125G4,3.7,8.0,Intel Integrated UHD,4.0,Windows 11 Home,Yes,35.56,2073600.0,IPS,6.0,5.0,1.52,RGB,1 Year Onsite Warranty,864000,250.0,60.0,0.0,hp
52424.49,Shadow Black,Gaming Laptop,Gaming,No,4.0,AMD,Ryzen 7 Octa Core,512.0,16.0,DDR4,5800H,4.4,8.0,NVIDIA GeForce GTX 1650,8.0,Windows 11 Home,No,39.62,2073600.0,IPS,5.0,5.0,2.25,RGB,1 Year Warranty + 1 Year Premium Care + 1 Year ADP,864000,250.0,120.0,0.0,lenovo
39652.78,Graphite Grey,2 in 1 Laptop,Processing & Multitasking,Yes,0.0,Intel,Core i3,512.0,8.0,DDR4,1115G4,4.1,8.0,Intel Integrated UHD,2.0,Windows 11 Home,Yes,35.56,2073600.0,IPS,5.0,5.0,1.73,Non-Backlit,1 Year Warranty + 1 Year Premium Care + 1 Year ADP,864000,250.0,60.0,0.0,lenovo
16125.96,Platinum Grey,Thin and Light Laptop,Processing & Multitasking,Yes,0.0,Intel,Celeron Dual Core,256.0,4.0,DDR4,N4020,2.8,8.0,Intel Integrated UHD,2.0,Windows 11 Home,No,29.46,1049088.0,TN,5.0,4.2,1.73,RGB,1 Year Warranty,864000,250.0,60.0,0.0,lenovo
59146.44,Natural Silver,Thin and Light Laptop,Processing & Multitasking,Yes,0.0,Intel,Core i7,512.0,16.0,DDR4,1195G7,5.0,12.0,Intel Integrated Iris Xe Graphics,4.0,Windows 11 Home,Yes,35.56,2073600.0,IPS,6.0,5.2,1.52,RGB,1 Year Onsite Warranty,864000,250.0,60.0,0.0,hp
38980.59,Graphite Grey,2 in 1 Laptop,Processing & Multitasking,Yes,0.0,AMD,Ryzen 5 Hexa Core,512.0,8.0,DDR4,5500U,4.0,8.0,AMD Radeon,6.0,Windows 11 Home,Yes,35.56,2073600.0,IPS,5.0,5.0,1.73,Non-Backlit,1 Year Warranty + 1 Year Premium Care + 1 Year ADP,864000,250.0,60.0,0.0,lenovo
28897.66,Arctic Grey,Thin and Light Laptop,Processing & Multitasking,Yes,0.0,Intel,Core i3,512.0,8.0,DDR4,1115G4,4.1,8.0,Intel Integrated UHD,2.0,Windows 11 Home,No,35.56,2073600.0,IPS,5.0,5.0,1.73,Non-Backlit,2 Years Warranty,864000,300.0,60.0,0.0,lenovo
50542.34,Natural Silver,Thin and Light Laptop,Processing & Multitasking,Yes,0.0,Intel,Core i5,512.0,16.0,DDR4,1155G7,4.5,8.0,Intel Integrated Iris Xe Graphics,4.0,Windows 11 Home,Yes,35.56,2073600.0,IPS,6.0,5.2,1.52,RGB,1 Year Onsite Warranty,864000,250.0,60.0,0.0,hp
67212.77,Slate Grey,2 in 1 Laptop,Processing & Multitasking,Yes,0.0,Intel,Core i7,512.0,16.0,DDR4,1165G7,4.7,8.0,Intel Integrated Iris Xe,4.0,Windows 11 Home,Yes,35.56,2073600.0,IPS,5.0,5.0,1.73,Non-Backlit,3 Years Warranty + 1 Year Premium Care + 1 Year ADP,864000,300.0,60.0,0.0,lenovo
31452.0,Carbon Black,Thin and Light Laptop,Everyday Use,Yes,0.0,AMD,Ryzen 5 Dual Core,512.0,8.0,DDR4,3450U,3.5,4.0,AMD Radeon Vega,2.0,Windows 11 Home,No,39.62,2073600.0,WVA,5.0,5.0,1.8,RGB,1 Year Onsite Warranty,864000,250.0,60.0,0.0,dell
27553.27,Titan Gray,Thin and Light Laptop,Everyday Use,Yes,0.0,Intel,Core i3,512.0,8.0,DDR4,1005G1,3.4,4.0,Intel Integrated UHD,2.0,Windows 11 Home,No,39.62,2073600.0,WVA,5.0,5.0,1.8,RGB,1 Year Onsite Warranty,864000,250.0,60.0,0.0,dell
27553.27,Carbon Black,Thin and Light Laptop,Everyday Use,Yes,0.0,AMD,Ryzen 3 Dual Core,512.0,8.0,DDR4,3250U,3.5,4.0,AMD Radeon,2.0,Windows 11 Home,No,39.62,2073600.0,WVA,5.0,5.0,1.8,RGB,1 Year Onsite Warranty,864000,250.0,60.0,0.0,dell
104519.6,Shadow Black,Laptop,Processing & Multitasking,Yes,6.0,Intel,Core i7,1024.0,16.0,DDR5,12700H,4.7,24.0,NVIDIA GeForce RTX 3060,14.0,Windows 11 Home,No,40.89,2073600.0,IPS,6.0,5.2,2.32,4-Zone RGB,1 Year Onsite Warranty,0,300.0,144.0,0.0,hp
70237.65,Mica Silver,Gaming Laptop,Processing & Multitasking,Yes,4.0,AMD,Ryzen 7 Octa Core,512.0,16.0,DDR4,5800H,4.4,16.0,NVIDIA GeForce RTX 3050Ti,8.0,Windows 11 Home,No,40.89,2073600.0,IPS,6.0,5.2,2.32,4-Zone RGB,1 Year Onsite Warranty,864000,300.0,60.0,0.0,hp
84360.47,Mica Silver,Gaming Laptop,Gaming,Yes,0.0,AMD,Ryzen 7 Octa Core,1024.0,16.0,DDR4,5800H,4.4,16.0,AMD Radeon,8.0,Windows 11 Home,No,40.89,2073600.0,IPS,6.0,5.2,2.32,4-Zone RGB,1 Year Onsite Warranty,864000,300.0,144.0,0.0,hp
56457.66,Eclipse Gray,Gaming Laptop,"Gaming, Processing & Multitasking",No,4.0,AMD,Ryzen 7 Octa Core,512.0,8.0,DDR4,4800H,4.2,12.0,NVIDIA GeForce RTX RTX 3050,8.0,Windows 11 Home,No,39.62,2073600.0,TN,6.0,5.1,2.1,Non-Backlit,1 Year Onsite Warranty,864000,250.0,144.0,0.0,asus
41666.68,Black Plastic,Gaming Laptop,Gaming,Yes,4.0,Intel,Core i5,512.0,8.0,DDR4,10300H,4.5,8.0,NVIDIA GeForce GTX GTX 1650,4.0,Windows 11 Home,No,39.62,2073600.0,IPS,6.0,5.2,2.3,Non-Backlit,1 Year Onsite warranty,864000,250.0,144.0,0.0,asus
77295.7,Eclipse Gray,Gaming Laptop,Gaming,Yes,4.0,AMD,Ryzen 7 Octa Core,1024.0,16.0,DDR4,5800HS,4.4,20.0,NVIDIA GeForce RTX GeForce RTX 3050,8.0,Windows 11 Home,No,35.56,3686400.0,IPS,6.0,5.1,1.6,Non-Backlit,1 Year Onsite Warranty,864000,250.0,60.0,0.0,asus
90067.4,Jaeger Gray,Gaming Laptop,Processing & Multitasking,No,6.0,AMD,Ryzen 7 Octa Core,1024.0,16.0,DDR5,6800H,4.7,20.0,NVIDIA GeForce RTX RTX 3060,8.0,Windows 11 Home,No,43.94,2073600.0,IPS,6.0,5.2,2.6,Non-Backlit,1 Year Onsite Warranty,864000,250.0,144.0,0.0,asus
22175.71,Jet Black,Thin and Light Laptop,"Everyday Use, Processing & Multitasking",Yes,0.0,Intel,Celeron Dual Core,256.0,8.0,DDR4,N4500,2.8,4.0,Intel Integrated UHD,2.0,Windows 11 Home,No,35.56,1049088.0,TN,5.0,4.2,1.46,RGB,1 Year Onsite Warranty,864000,250.0,60.0,0.0,hp
53774.25,Abyss Blue,2 in 1 Laptop,Processing & Multitasking,Yes,0.0,AMD,Ryzen 7 Octa Core,512.0,16.0,DDR4,5700U,4.3,12.0,AMD Radeon,8.0,Windows 11 Home,Yes,33.78,2073600.0,IPS,6.0,5.0,1.32,Non-Backlit,3 Year Onsite Warranty,864000,300.0,60.0,0.0,lenovo
97461.55,Abyssal Black,Gaming Laptop,"Entertainment, Everyday Use, Gaming, Performance, Processing & Multitasking, Travel & Business",No,6.0,Intel,Core i9,1024.0,16.0,DDR4,11900H,5.2,16.0,NVIDIA GeForce RTX 3060,8.0,Windows 11 Home,No,39.62,2073600.0,IPS,6.0,5.1,2.3,4-Zone RGB,1 Year International Travelers Warranty (ITW),864000,300.0,360.0,0.0,acer
79984.48,Shadow Black,Gaming Laptop,Processing & Multitasking,Yes,4.0,Intel,Core i7,1024.0,16.0,DDR4,11800H,4.6,24.0,NVIDIA GeForce RTX RTX 3050Ti,8.0,Windows 11 Home,No,40.89,2073600.0,IPS,6.0,5.2,2.32,4-Zone RGB,1 Year Onsite Warranty,864000,300.0,60.0,0.0,hp
78640.09,Shadow Black,Gaming Laptop,Processing & Multitasking,Yes,4.0,Intel,Core i7,1024.0,16.0,DDR4,11800H,4.6,24.0,NVIDIA GeForce RTX RTX 3050,8.0,Windows 11 Home,No,40.89,2073600.0,IPS,6.0,5.2,2.32,4-Zone RGB,1 Year Onsite Warranty,864000,300.0,60.0,0.0,hp
20125.52,Transparent Silver,Laptop,Everyday Use,No,0.0,Intel,Pentium Quad Core,0.0,4.0,DDR4,N5030,1.1,4.0,Intel Integrated UHD,4.0,Windows 11 Home,No,39.62,1049088.0,OLED,5.0,5.0,1.8,RGB,1 Year Onsite Warranty,307200,200.0,60.0,1024.0,asus
58474.24,White,Gaming Laptop,"Processing & Multitasking, Gaming",No,4.0,Intel,Core i7,512.0,8.0,DDR4,11800H,2.3,8.0,NVIDIA GeForce RTX 3050,8.0,Windows 10 Home,No,39.62,2073600.0,IPS,6.0,5.1,2.25,RGB,2 Year Warranty Term,864000,250.0,144.0,0.0,msi
32930.83,Transparent Silver,Thin and Light Laptop,"Travel & Business, Entertainment, Everyday Use, Processing & Multitasking, Performance",Yes,0.0,Intel,Core i3,256.0,8.0,DDR4,1115G4,3.0,6.0,Intel Integrated UHD,2.0,Windows 11 Home,No,39.62,2073600.0,TN,6.0,5.0,1.8,Non-Backlit,1 Year Onsite Warranty,864000,600.0,60.0,0.0,asus
41669.37,Transparent Silver,Thin and Light Laptop,Processing & Multitasking,Yes,0.0,AMD,Ryzen 5 Hexa Core,512.0,16.0,DDR4,5500U,4.0,11.0,AMD Radeon,6.0,Windows 11 Home,No,39.62,2073600.0,TN,6.0,5.0,1.8,Non-Backlit,1 Year onsite warranty,864000,600.0,60.0,0.0,asus
41669.37,Hearty Gold,Thin and Light Laptop,Processing & Multitasking,Yes,0.0,AMD,Ryzen 5 Hexa Core,512.0,16.0,DDR4,5500U,4.0,11.0,AMD Radeon,6.0,Windows 11 Home,No,39.62,2073600.0,TN,6.0,5.0,1.8,Non-Backlit,1 Year Onsite Warranty,864000,600.0,60.0,0.0,asus
21503.52,Transparent Silver,Thin and Light Laptop,Processing & Multitasking,No,0.0,Intel,Core i3,0.0,8.0,DDR4,1005G1,3.4,4.0,Intel Integrated UHD,2.0,Windows 11 Home,No,39.62,2073600.0,IPS,5.0,4.1,1.8,RGB,1 Year Onsite Warranty,307200,250.0,60.0,1024.0,asus
21503.52,Star Black,Thin and Light Laptop,Processing & Multitasking,Yes,0.0,Intel,Pentium Silver,256.0,8.0,DDR4,N6000,3.3,4.0,Intel Integrated Intel HD Graphics,4.0,Windows 11 Home,No,35.56,1049088.0,TN,5.0,4.1,1.3,RGB,1 Year Onsite warranty,307200,200.0,60.0,0.0,asus
77295.7,Celestial Blue,Thin and Light Laptop,Processing & Multitasking,Yes,2.0,Intel,Core i5,512.0,16.0,LPDDR4X,1135G7,4.2,8.0,NVIDIA GeForce MX450,4.0,Windows 11 Home,Yes,35.56,2073600.0,IPS,6.0,5.2,1.62,Non-Backlit,1 Year Onsite Warranty,864000,400.0,60.0,0.0,asus
77295.7,Volt Green,Gaming Laptop,Gaming,Yes,4.0,AMD,Ryzen 7 Octa Core,1024.0,16.0,DDR5,6800H,4.7,20.0,NVIDIA GeForce RTX 3050,8.0,Windows 11 Home,No,39.62,2073600.0,IPS,6.0,5.2,2.1,Non-Backlit,1 Year Onsite Warranty,864000,250.0,144.0,0.0,asus
202996.16,Off Black,Gaming Laptop,Gaming,Yes,16.0,Intel,Core i9,1024.0,32.0,DDR5,12900H,5.0,24.0,NVIDIA GeForce RTX 3080 Ti,14.0,Windows 11 Home,No,39.62,3686400.0,IPS,6.0,5.2,2.3,Non-Backlit,1 Year Onsite Warranty,864000,250.0,240.0,0.0,asus
34275.22,Aurora Green,Thin and Light Laptop,"Everyday Use, Processing & Multitasking",No,0.0,Intel,Core i7,512.0,16.0,LPDDR4X,1065G7,3.9,8.0,Intel Integrated Iris Plus,4.0,Windows 11 Home,No,35.56,2073600.0,IPS,6.0,5.1,1.48,Non-Backlit,1 Year Onsite Warranty,864000,300.0,60.0,0.0,infinix
73262.53,Volt Green,Gaming Laptop,Gaming,No,4.0,AMD,Ryzen 7 Octa Core,512.0,16.0,DDR5,6800H,4.7,20.0,NVIDIA GeForce RTX RTX 3050,8.0,Windows 11 Home,No,39.62,2073600.0,IPS,6.0,5.2,2.1,Non-Backlit,1 Year Onsite Warranty,864000,250.0,60.0,0.0,asus
77295.7,Eclipse Gray,Gaming Laptop,Gaming,No,4.0,AMD,Ryzen 7 Octa Core,1024.0,16.0,DDR5,6800H,4.7,20.0,NVIDIA GeForce RTX RTX 3050,8.0,Windows 11 Home,No,39.62,2073600.0,IPS,6.0,5.2,2.1,Non-Backlit,1 Year Onsite Warranty,864000,250.0,60.0,0.0,asus
34275.22,Noble Red,Thin and Light Laptop,"Everyday Use, Processing & Multitasking",No,0.0,Intel,Core i7,512.0,16.0,LPDDR4X,1065G7,3.9,8.0,Intel Integrated Iris Plus,4.0,Windows 11 Home,No,35.56,2073600.0,IPS,6.0,5.1,1.48,Non-Backlit,1 Year Onsite Warranty,864000,300.0,60.0,0.0,infinix
178124.94,Off Black,Gaming Laptop,Gaming,Yes,16.0,Intel,Core i9,2048.0,32.0,DDR5,12900H,5.0,24.0,NVIDIA GeForce RTX 3070 Ti,14.0,Windows 11 Home,No,39.62,3686400.0,IPS,6.0,5.2,2.3,Non-Backlit,1 Year Onsite Warranty,864000,250.0,240.0,0.0,asus
67212.77,Black,Thin and Light Laptop,Processing & Multitasking,Yes,4.0,AMD,Ryzen 9 Octa Core,1024.0,16.0,DDR4,5900HX,4.6,20.0,NVIDIA GeForce RTX 3050,8.0,Windows 11 Home,No,35.56,5184000.0,TN,6.0,5.0,1.45,Non-Backlit,1 Year Onsite Warranty,864000,600.0,90.0,0.0,asus
78310.71,Black,Gaming Laptop,Gaming,Yes,4.0,AMD,Ryzen 9 Octa Core,1024.0,8.0,DDR4,5900HX,4.6,20.0,NVIDIA GeForce RTX 3050 Ti,8.0,Windows 11 Home,No,35.56,5184000.0,TN,6.0,5.0,1.45,Non-Backlit,1 Year Onsite Warranty,864000,600.0,90.0,0.0,asus
67212.77,Black,Gaming Laptop,Processing & Multitasking,Yes,4.0,AMD,Ryzen 9 Octa Core,1024.0,8.0,DDR4,5900HX,4.6,20.0,NVIDIA GeForce RTX 3050,8.0,Windows 10 Home,No,35.56,5184000.0,TN,6.0,5.0,1.45,Non-Backlit,1 Year Onsite Warranty,864000,600.0,90.0,0.0,asus
109561.06,Black,Laptop,Processing & Multitasking,Yes,4.0,AMD,Ryzen 9 Octa Core,1024.0,16.0,DDR4,5900HX,4.6,20.0,NVIDIA GeForce RTX 3050,8.0,Windows 11 Home,No,40.64,9216000.0,TN,6.0,5.0,1.95,Non-Backlit,1 Year Onsite Warranty,864000,550.0,60.0,0.0,asus
53768.88,Lilac Mist,Thin and Light Laptop,Processing & Multitasking,Yes,0.0,Intel,Core i5,512.0,16.0,LPDDR4X,1135G7,4.2,8.0,Intel Integrated Iris Xe Graphics,4.0,Windows 11 Home,No,33.78,2073600.0,TN,6.0,5.0,1.14,Non-Backlit,1 Year Onsite Warranty,864000,550.0,60.0,0.0,asus
90739.6,Jade Black,Thin and Light Laptop,Processing & Multitasking,Yes,0.0,AMD,Ryzen 9 Octa Core,1024.0,16.0,LPDDR4X,5900HX,4.6,20.0,AMD Radeon,8.0,Windows 11 Home,Yes,35.56,5184000.0,TN,6.0,5.0,1.4,Non-Backlit,1 Year Onsite Warranty,864000,550.0,60.0,0.0,asus
33603.03,Transparent Silver,Thin and Light Laptop,Processing & Multitasking,Yes,0.0,Intel,Core i5,256.0,8.0,DDR4,1135G7,4.2,8.0,Intel Integrated Iris Xe,4.0,Windows 11 Home,No,35.56,2073600.0,IPS,5.0,4.1,1.6,RGB,1 Year Onsite Warranty,307200,250.0,60.0,1024.0,asus
63851.8,Lilac Mist,Thin and Light Laptop,Processing & Multitasking,Yes,0.0,Intel,Core i7,1024.0,16.0,LPDDR4X,1165G7,4.7,12.0,Intel Integrated Iris Xe Graphics,4.0,Windows 11 Home,No,33.78,2073600.0,TN,6.0,5.0,1.14,Non-Backlit,1 Year Onsite Warranty,864000,550.0,60.0,0.0,asus
47046.93,Pine Grey,Thin and Light Laptop,Processing & Multitasking,Yes,0.0,Intel,Core i5,512.0,8.0,LPDDR4X,1135G7,4.2,8.0,Intel Integrated Iris Xe Graphics,4.0,Windows 11 Home,No,33.78,2073600.0,TN,6.0,5.0,1.14,Non-Backlit,1 Year onsite warranty,864000,550.0,60.0,0.0,asus
24192.3,Transparent Silver,Thin and Light Laptop,Processing & Multitasking,Yes,0.0,Intel,Core i3,256.0,8.0,DDR4,1115G4,4.1,6.0,Intel Integrated UHD,2.0,Windows 11 Home,No,35.56,2073600.0,TN,5.0,4.1,1.6,RGB,1 Year Onsite Warranty,307200,220.0,60.0,0.0,asus
35378.97,Platinum Silver,Thin and Light Laptop,Everyday Use,Yes,0.0,AMD,Ryzen 3 Dual Core,0.0,8.0,DDR4,3250U,3.5,4.0,AMD Radeon,2.0,Windows 10 Home,No,39.62,2073600.0,WVA,5.0,5.0,1.8,RGB,1 Year Onsite Warranty,864000,250.0,60.0,1024.0,dell
22853.96,Jet Black,Thin and Light Laptop,"Everyday Use, Processing & Multitasking",Yes,0.0,Intel,Pentium Quad Core,256.0,8.0,DDR4,N6000,3.3,4.0,Intel Integrated UHD,4.0,Windows 11 Home,No,35.56,1049088.0,TN,5.0,4.2,1.46,RGB,1 Year Onsite Warranty,864000,250.0,60.0,0.0,hp
53768.88,Pine Grey,Thin and Light Laptop,Processing & Multitasking,Yes,0.0,Intel,Core i5,512.0,16.0,LPDDR4,1135G7,4.2,8.0,Intel Integrated Iris Xe Graphics,4.0,Windows 11 Home,No,33.78,2073600.0,TN,6.0,5.0,1.14,Non-Backlit,1 Year Onsite Warranty,864000,550.0,60.0,0.0,asus
60490.83,Pine Grey,Thin and Light Laptop,Processing & Multitasking,Yes,0.0,Intel,Core i7,512.0,16.0,LPDDR4X,1165G7,4.7,12.0,Intel Integrated Iris Xe Graphics,4.0,Windows 11 Home,No,33.78,2073600.0,TN,6.0,5.0,1.14,Non-Backlit,1 Year Onsite Warranty,864000,550.0,60.0,0.0,asus
77235.2,Jade Black,Thin and Light Laptop,Processing & Multitasking,Yes,0.0,AMD,Ryzen 7 Octa Core,1024.0,16.0,LPDDR4X,5800H,4.4,20.0,AMD Radeon,8.0,Windows 11 Home,Yes,35.56,5184000.0,TN,6.0,5.0,1.4,Non-Backlit,1 Year Onsite Warranty,864000,550.0,60.0,0.0,asus
28231.52,Dune,Thin and Light Laptop,Everyday Use,Yes,0.0,Intel,Core i3,256.0,8.0,DDR4,1115G4,4.1,6.0,Intel Integrated UHD,2.0,Windows 10 Home,No,35.56,2073600.0,WVA,5.0,5.0,1.59,RGB,1 Year Onsite warranty,864000,250.0,60.0,0.0,dell
26208.88,Pure Silver,Notebook,"Entertainment, Everyday Use, Gaming, Performance, Processing & Multitasking, Travel & Business",Yes,0.0,Intel,Core i3,512.0,8.0,DDR4,1115G4,4.1,6.0,Intel Integrated UHD,2.0,Windows 11 Home,No,39.62,2073600.0,TFT,5.0,5.0,1.7,RGB,1 Year International Travelers Warranty (ITW),864000,250.0,60.0,0.0,acer
32930.83,Pure Silver,Notebook,"Entertainment, Everyday Use, Gaming, Performance, Processing & Multitasking, Travel & Business",No,0.0,Intel,Core i5,0.0,8.0,DDR4,1135G7,4.2,8.0,Intel Integrated Iris Xe Graphics,2.0,Windows 11 Home,No,39.62,2073600.0,TFT,5.0,5.0,1.7,RGB,1 Year International Travelers Warranty (ITW),864000,250.0,60.0,1024.0,acer
42341.56,Graphite Grey,Thin and Light Laptop,Processing & Multitasking,Yes,0.0,Intel,Core i5,512.0,16.0,DDR4,1135G7,4.2,8.0,Intel Integrated Iris Xe Graphics,4.0,Windows 11 Home,No,39.62,2073600.0,IPS,6.0,5.1,1.66,Non-Backlit,1 Year Warranty + 1 Year Premium Care + 1 Year ADP,864000,300.0,60.0,0.0,lenovo
27553.27,Platinum Grey,Thin and Light Laptop,Processing & Multitasking,Yes,0.0,Intel,Core i3,512.0,8.0,DDR4,1115G4,4.1,6.0,Intel Integrated UHD,2.0,Windows 11 Home,No,39.62,2073600.0,IPS,5.0,5.0,1.7,RGB,2 Years Warranty,864000,250.0,60.0,0.0,lenovo
30785.86,Platinum Grey,Thin and Light Laptop,Processing & Multitasking,Yes,0.0,Intel,Core i5,512.0,8.0,DDR4,10210U,4.2,6.0,Intel Integrated UHD,4.0,Windows 11 Home,No,39.62,2073600.0,IPS,5.0,5.0,1.7,RGB,2 Years Warranty,864000,250.0,60.0,0.0,lenovo
34275.22,Arctic Grey,Thin and Light Laptop,Processing & Multitasking,Yes,0.0,Intel,Core i5,512.0,8.0,DDR4,1135G7,4.2,8.0,Intel Integrated Iris Xe Graphics,4.0,Windows 11 Home,No,35.56,2073600.0,IPS,5.0,5.0,1.73,Non-Backlit,2 Years Warranty,864000,300.0,60.0,0.0,lenovo
29905.95,Transparent Silver,Thin and Light Laptop,"Travel & Business, Processing & Multitasking, Performance, Everyday Use, Entertainment",Yes,0.0,Intel,Core i3,512.0,8.0,DDR4,1125G4,3.7,8.0,Intel Integrated UHD,4.0,Windows 11 Home,No,35.81,2073600.0,IPS,6.0,5.0,1.4,Non-Backlit,1 Year Onsite Warranty,864000,250.0,60.0,0.0,asus
19016.4,Transparent Silver,Laptop,Everyday Use,No,0.0,Intel,Celeron Dual Core,0.0,4.0,DDR4,N4020,2.8,4.0,Intel Integrated UHD,2.0,Windows 11 Home,No,39.62,1049088.0,IPS,5.0,5.0,1.8,RGB,1 Year Onsite Warranty,307200,200.0,60.0,1024.0,asus
49068.89,Storm Grey,Thin and Light Laptop,Processing & Multitasking,Yes,0.0,AMD,Ryzen 7 Octa Core,1024.0,16.0,DDR4,5800U,4.4,20.0,AMD Radeon,8.0,Windows 11 Home,No,35.56,3136000.0,IPS,5.0,5.1,1.38,Non-Backlit,3 Years Warranty + 1 Year Premium Care + 1 Year ADP,864000,300.0,60.0,0.0,lenovo
40331.03,Graphite Grey,Laptop,"Performance, Entertainment, Everyday Use, Processing & Multitasking, Travel & Business",Yes,0.0,Intel,Core i5,512.0,8.0,DDR4,1135G7,4.2,8.0,Intel Integrated Iris Xe Graphics,4.0,Windows 10 Home,No,35.56,2073600.0,IPS,5.0,5.0,1.73,Non-Backlit,ONE YEAR,864000,300.0,60.0,0.0,lenovo
50407.9,Black,Gaming Laptop,"Processing & Multitasking, Gaming",No,4.0,Intel,Core i5,512.0,8.0,DDR4,11400H,2.7,8.0,NVIDIA GeForce RTX 3050,6.0,Windows 10 Home,No,39.62,2073600.0,IPS,6.0,5.1,2.25,RGB,2 Year Warranty Term,864000,250.0,144.0,0.0,msi
33603.03,Carbon Gray,Thin and Light Laptop,"Processing & Multitasking, Travel & Business",No,0.0,AMD,Ryzen 5 Hexa Core,256.0,8.0,DDR4,5500U,4.0,8.0,AMD Radeon,6.0,Windows 10 Home,No,35.56,2073600.0,IPS,6.0,5.1,1.3,RGB,1 Year Warranty by MSI,864000,250.0,60.0,0.0,msi
26887.13,Jet Black,Thin and Light Laptop,"Everyday Use, Processing & Multitasking",Yes,0.0,Intel,Core i3,256.0,8.0,DDR4,1125G4,3.7,8.0,Intel Integrated UHD,4.0,Windows 11 Home,No,39.62,2073600.0,TN,5.0,4.2,1.69,RGB,1 Year Onsite Warranty,864000,250.0,60.0,0.0,hp
