Aspect Ratio,Circularity,Convexity,Solidity,Rectangularity,Herbal
0.342696629,0.340215904,1.023109244,0.893791759,1.691013861,Balbas-pusa
0.433333333,0.357333183,1.04288499,0.905037251,1.725027645,Balbas-pusa
0.400966184,0.350966766,1.039792388,0.92414804,1.703112609,Balbas-pusa
0.408602151,0.329230864,1.059386973,0.910558018,1.76435347,Balbas-pusa
0.45505618,0.320506915,1.091439689,0.872974443,1.796187866,Balbas-pusa
0.439306358,0.284951715,1.147773279,0.861803996,1.803566529,Balbas-pusa
0.407608696,0.37332176,1.017509728,0.910374188,1.698252523,Balbas-pusa
0.486111111,0.352833807,1.089622642,0.887720338,1.681962289,Balbas-pusa
0.437956204,0.362082813,1.084398977,0.916327614,1.586872587,Balbas-pusa
0.416107383,0.377990632,1.038095238,0.895536413,1.61559986,Balbas-pusa
0.35971223,0.35408999,1.050802139,0.911795516,1.596966912,Balbas-pusa
0.666666667,0.462755541,1.134353741,0.964840989,1.274858085,Yerba-Buena
0.725714286,0.474689121,1.116666667,0.957049328,1.310668161,Yerba-Buena
0.781609195,0.531056848,1.086038961,0.969252844,1.251136724,Yerba-Buena
0.728813559,0.499844544,1.074013158,0.959169824,1.346206002,Yerba-Buena
0.757225434,0.489114501,1.142384106,0.964151925,1.222977713,Yerba-Buena
0.791366906,0.496329459,1.109311741,0.95699532,1.289098727,Yerba-Buena
0.810218978,0.495407801,1.119433198,0.963400991,1.261363636,Yerba-Buena
0.876811594,0.53925514,1.044573643,0.961292312,1.339375953,Yerba-Buena
0.727848101,0.499548607,1.07195572,0.963316583,1.354050227,Yerba-Buena
0.737804878,0.493705339,1.088339223,0.955212405,1.331097397,Yerba-Buena
0.765100671,0.479547425,1.078244275,0.946101274,1.394352323,Yerba-Buena
0.795620438,0.520776511,1.073770492,0.961307764,1.31232973,Yerba-Buena
0.748148148,0.518988909,1.087606838,0.966052727,1.274299065,Yerba-Buena
0.834710744,0.560012543,1.05,0.958194822,1.28479815,Yerba-Buena
0.787401575,0.51422367,1.079646018,0.960098522,1.303232427,Yerba-Buena
0.857142857,0.539478534,1.065909091,0.968016402,1.28539659,Yerba-Buena
0.809160305,0.515719793,1.065957447,0.956098014,1.348024464,Yerba-Buena
0.694214876,0.535751336,1.044117647,0.962672639,1.313687476,Yerba-Buena
0.809160305,0.51987163,1.070212766,0.962040441,1.326645648,Yerba-Buena
0.74796748,0.499727409,1.070422535,0.949695647,1.368484702,Yerba-Buena
0.830508475,0.503219616,1.088785047,0.959611565,1.329806808,Yerba-Buena
0.705882353,0.49839341,1.0925,0.967181714,1.319778189,Yerba-Buena
0.663865546,0.502215143,1.104591837,0.957204905,1.254637662,Yerba-Buena
0.708661417,0.510337372,1.08372093,0.957546145,1.296065314,Yerba-Buena
0.772357724,0.516413506,1.073732719,0.958642174,1.309390408,Yerba-Buena
0.756756757,0.534337995,1.059585492,0.968809589,1.310839308,Yerba-Buena
0.775862069,0.584015351,1.03902439,0.967201835,1.237846811,Yerba-Buena
0.672268908,0.51758321,1.063451777,0.960674904,1.316553727,Yerba-Buena
0.87755102,0.573170065,1.046703297,0.963615194,1.272919499,Yerba-Buena
0.741935484,0.483210509,1.077102804,0.953670207,1.395986295,Yerba-Buena
0.715447154,0.498412846,1.042857143,0.953031062,1.422525956,Yerba-Buena
0.805309735,0.534929387,1.068965517,0.964049537,1.282489399,Yerba-Buena
0.778761062,0.546913794,1.0425,0.966662409,1.313953488,Yerba-Buena
0.724770642,0.581668874,1.034946237,0.954507513,1.255064859,Yerba-Buena
0.768518519,0.573531499,1.036842105,0.965258856,1.265208186,Yerba-Buena
0.785714286,0.539976199,1.053030303,0.95991778,1.319057816,Yerba-Buena
0.743119266,0.518731844,1.05026455,0.943993035,1.357055026,Yerba-Buena
0.714285714,0.51248459,1.064606742,0.960958005,1.344315466,Yerba-Buena
0.702702703,0.564629582,1.024064171,0.966280604,1.313609467,Yerba-Buena
0.860215054,0.579413702,1.023255814,0.969619823,1.302293016,Yerba-Buena
0.791666667,0.546610003,1.073529412,0.961666114,1.259016393,Yerba-Buena
0.717948718,0.511826437,1.0525,0.963432537,1.361407397,Yerba-Buena
0.710526316,0.532401559,1.046632124,0.964435146,1.335357918,Yerba-Buena
0.771084337,0.563104366,1.044827586,0.962114125,1.291200778,Yerba-Buena
0.717391304,0.516733887,1.080128205,0.958735373,1.300214133,Yerba-Buena
0.831325301,0.563721371,1.033333333,0.965942191,1.328462074,Yerba-Buena
0.708333333,0.519382554,1.067901235,0.961897356,1.319320938,Yerba-Buena
0.772151899,0.559435815,1.065217391,0.967077155,1.252338877,Yerba-Buena
0.673684211,0.51257868,1.050955414,0.94955109,1.368752814,Yerba-Buena
0.70212766,0.531959331,1.050632911,0.958898479,1.329618517,Yerba-Buena
0.918781726,0.50940227,1.027925532,0.977955426,1.472091487,Ulasimang-Bato
0.93220339,0.525129562,1.017647059,0.974197946,1.459447304,Ulasimang-Bato
0.988235294,0.530751028,1.019287834,0.9773485,1.432728002,Ulasimang-Bato
1,0.523795457,1.031772575,0.976913132,1.417948072,Ulasimang-Bato
1,0.550769693,1.022260274,0.98393802,1.383330133,Ulasimang-Bato
0.916666667,0.508446019,1.038720539,0.960646127,1.448289294,Ulasimang-Bato
0.965034965,0.516159322,1.023214286,0.975549769,1.463295269,Ulasimang-Bato
1.007407407,0.567257579,1.018587361,0.983815952,1.354381824,Ulasimang-Bato
0.870748299,0.535226162,1.009124088,0.97711928,1.444606526,Ulasimang-Bato
0.972027972,0.521134905,1.019572954,0.971461187,1.459826675,Ulasimang-Bato
0.951388889,0.521978393,1.023297491,0.97649434,1.456693495,Ulasimang-Bato
0.864864865,0.518087668,1.020072993,0.975246026,1.470464954,Ulasimang-Bato
0.985507246,0.528821406,1.025641026,0.977265995,1.422141396,Ulasimang-Bato
0.946969697,0.546246746,1.015625,0.981544885,1.403777437,Ulasimang-Bato
0.884057971,0.53575759,1.005813953,0.977029096,1.466039707,Ulasimang-Bato
0.975206612,0.532667116,1.014767932,0.971374802,1.455898848,Ulasimang-Bato
0.923664122,0.526439305,1.016,0.97221223,1.466191842,Ulasimang-Bato
0.928,0.529264911,1.0125,0.972909535,1.457579413,Ulasimang-Bato
0.975609756,0.565030743,1.010373444,0.986493987,1.384096024,Ulasimang-Bato
1.024,0.512867494,1.037549407,0.978173913,1.422348653,Ulasimang-Bato
0.881578947,0.506093841,1.045774648,0.969701106,1.433356791,Ulasimang-Bato
0.906976744,0.552213282,1.006147541,0.98038127,1.424674344,Ulasimang-Bato
0.899224806,0.549131178,1.016460905,0.983038348,1.403225806,Ulasimang-Bato
0.911290323,0.553046488,1.008510638,0.979883064,1.417071197,Ulasimang-Bato
0.894736842,0.511902468,1.017928287,0.969821298,1.487919526,Ulasimang-Bato
0.895522388,0.544434767,1.013888889,0.97207424,1.421373641,Ulasimang-Bato
0.918699187,0.541846349,1.023404255,0.974980453,1.393243785,Ulasimang-Bato
0.966101695,0.537185322,1.02173913,0.978752073,1.424547284,Ulasimang-Bato
0.959016393,0.536311168,1.018907563,0.981617288,1.421854766,Ulasimang-Bato
1.026315789,0.556921065,1.017467249,0.978347057,1.385910224,Ulasimang-Bato
1.077669903,0.565740696,1.016509434,0.980307115,1.367093148,Ulasimang-Bato
0.922413793,0.523278176,1.038461538,0.966615249,1.414795395,Ulasimang-Bato
0.980952381,0.538812576,1.026699029,0.96819788,1.409671533,Ulasimang-Bato
0.818181818,0.512855344,1.03196347,0.965716933,1.436675462,Ulasimang-Bato
0.93877551,0.541449874,1.029100529,0.970815962,1.382822086,Ulasimang-Bato
0.843478261,0.524650638,1.014218009,0.968837091,1.458551255,Ulasimang-Bato
0.83,0.526867863,1.027624309,0.967,1.430541193,Ulasimang-Bato
0.838095238,0.517756876,1.031413613,0.97026699,1.444652908,Ulasimang-Bato
0.904255319,0.546297962,1.02247191,0.969533749,1.387152778,Ulasimang-Bato
1.012658228,0.575740522,1.006369427,0.978609626,1.381420765,Ulasimang-Bato
0.949367089,0.504671572,1.052287582,0.957681693,1.422910663,Ulasimang-Bato
1,0.528719002,1.024390244,0.978574372,1.450315789,Ulasimang-Bato
0.869047619,0.54409749,1.012903226,0.967369137,1.436401968,Ulasimang-Bato
0.986111111,0.567275285,1.007092199,0.975616292,1.404009887,Ulasimang-Bato
0.85,0.519754507,1.020547945,0.963789032,1.481078138,Ulasimang-Bato
0.845238095,0.546068301,1.013071895,0.970034843,1.42816092,Ulasimang-Bato
1.050847458,0.554032664,1.016806723,0.978030303,1.416731216,Ulasimang-Bato
0.936507937,0.552396708,1,0.966043495,1.468009479,Ulasimang-Bato
0.846153846,0.535273169,1.012605042,0.955212355,1.445028294,Ulasimang-Bato
0.921875,0.529101598,1.008196721,0.968085106,1.481946625,Ulasimang-Bato
0.640625,0.566901208,1,0.986479656,1.344434482,Malunggay
0.635658915,0.541275651,1.002392344,0.984891899,1.398836287,Malunggay
0.705882353,0.579692312,1.002487562,0.987999473,1.334223171,Malunggay
0.730434783,0.577208751,1.005076142,0.986712329,1.341107872,Malunggay
0.64957265,0.594888354,1,0.985871272,1.287203243,Malunggay
0.699115044,0.571005853,1.002631579,0.985949178,1.353395998,Malunggay
0.719298246,0.571262835,1.00257732,0.983979402,1.358918447,Malunggay
0.651785714,0.569143379,1,0.986985521,1.347618263,Malunggay
0.660714286,0.55029632,1.010869565,0.984725382,1.367656766,Malunggay
0.666666667,0.552650807,1.008426966,0.984540559,1.371912491,Malunggay
0.660714286,0.572902677,1,0.987523992,1.342403628,Malunggay
0.63963964,0.548611201,1.005555556,0.979287915,1.377556371,Malunggay
0.654867257,0.528411598,1.005405405,0.985269218,1.43701667,Malunggay
0.635514019,0.563831294,1.002873563,0.985394879,1.331381519,Malunggay
0.679245283,0.549713795,1.002840909,0.986606335,1.400110072,Malunggay
0.638888889,0.551218881,1.005714286,0.983532392,1.371113155,Malunggay
0.663265306,0.574182526,1.00310559,0.984713902,1.336270191,Malunggay
0.75,0.573422891,1.009036145,0.983483772,1.34973638,Malunggay
0.685714286,0.54574219,1.005714286,0.986615328,1.404943319,Malunggay
0.627272727,0.555737703,1,0.986472054,1.369541682,Malunggay
0.680412371,0.538950631,1.00617284,0.980636833,1.404563405,Malunggay
0.644230769,0.536788867,0.997058824,0.984161989,1.419433693,Malunggay
0.632653061,0.58749524,1.003164557,0.987597225,1.293316305,Malunggay
0.744444444,0.593143154,1,0.98694517,1.329365079,Malunggay
0.724137931,0.584196607,1.013513514,0.983313749,1.30999044,Malunggay
0.659340659,0.595366714,1.006711409,0.984984985,1.280487805,Malunggay
0.744186047,0.561367497,1,0.987386478,1.406234032,Malunggay
0.619047619,0.535620176,1,0.988090349,1.418329177,Malunggay
0.677777778,0.572227322,1.003355705,0.985953015,1.348563007,Malunggay
0.625,0.56528854,0.996453901,0.983661036,1.362612613,Malunggay
0.666666667,0.557351582,1,0.982553729,1.389603706,Malunggay
0.64556962,0.584482354,1,0.978508217,1.301356589,Malunggay
0.701298701,0.588279031,1.011627907,0.982137358,1.303857008,Malunggay
0.716049383,0.602073034,1,0.983862144,1.306088407,Malunggay
0.666666667,0.584473641,1.01171875,0.983296565,1.3,Malunggay
0.666666667,0.587683311,1,0.981025793,1.321849501,Malunggay
0.686567164,0.596140218,1,0.984006734,1.318220701,Malunggay
0.774193548,0.589892439,1.009174312,0.981849611,1.309859155,Malunggay
0.692307692,0.593772954,0.995412844,0.978882534,1.314606742,Malunggay
0.656716418,0.602352333,1,0.983592401,1.294117647,Malunggay
0.423491379,0.391609899,1.048521607,0.97000358,1.529651082,Sambong
0.461868958,0.329490503,1.15857248,0.959268456,1.539713003,Sambong
0.445558739,0.372422788,1.064548163,0.95761312,1.593455234,Sambong
0.452287582,0.327192693,1.132432432,0.966618304,1.608471074,Sambong
0.438571429,0.38194305,1.047713718,0.962658589,1.591132896,Sambong
0.412204234,0.344057469,1.102473498,0.964070536,1.558236063,Sambong
0.406329114,0.332729611,1.125338142,0.949179752,1.537309723,Sambong
0.458024691,0.345651445,1.111346317,0.960477974,1.585520276,Sambong
0.373786408,0.334390201,1.072060124,0.934405379,1.621850297,Sambong
0.354271357,0.319319263,1.111627907,0.961003191,1.546504258,Sambong
0.355263158,0.384617402,1.018491484,0.975084361,1.530452423,Sambong
0.386281588,0.331772046,1.087826087,0.962764904,1.613992522,Sambong
0.421122995,0.325537473,1.118644068,0.953624852,1.611120988,Sambong
0.403656821,0.319637409,1.116349047,0.944436951,1.619024572,Sambong
0.356687898,0.360251153,1.061090226,0.968005775,1.503779975,Sambong
0.381770145,0.318205417,1.06937799,0.946561401,1.729581228,Sambong
0.465116279,0.353010531,1.133251834,0.954093631,1.505178128,Sambong
0.387147335,0.334781281,1.070135747,0.951424153,1.652433781,Sambong
0.351158645,0.299147942,1.127645503,0.938205827,1.59699724,Sambong
0.358934169,0.338517596,1.073903002,0.954994467,1.567685308,Sambong
0.343796712,0.350019281,1.045100223,0.963618331,1.567990054,Sambong
0.442553191,0.31286308,1.163204748,0.945388275,1.597072469,Sambong
0.384615385,0.418587733,1.025380711,0.964176458,1.446636318,Sambong
0.378698225,0.357621086,1.090322581,0.951484408,1.478555073,Sambong
0.37962963,0.289214356,1.192436975,0.95099528,1.528807561,Sambong
0.388059701,0.456284372,0.997297297,0.973803427,1.409385113,Tsaang-Gubat
0.50862069,0.50562972,1.011560694,0.973341232,1.388516941,Tsaang-Gubat
0.415384615,0.484315942,1.008241758,0.97648608,1.352340589,Tsaang-Gubat
0.552447552,0.448507546,1.009090909,0.956498097,1.605599773,Tsaang-Gubat
0.551020408,0.532256148,1.006666667,0.975505051,1.369919751,Tsaang-Gubat
0.476821192,0.477600222,1.013574661,0.969496695,1.425275302,Tsaang-Gubat
0.475806452,0.487208216,1.008241758,0.968831169,1.400995787,Tsaang-Gubat
0.456140351,0.435639722,1.016129032,0.95447648,1.514649103,Tsaang-Gubat
0.48,0.485178298,1.013636364,0.969085174,1.40625,Tsaang-Gubat
0.4875,0.4637426,1.042372881,0.97341179,1.397067055,Tsaang-Gubat
0.57,0.516767448,1.025641026,0.973641618,1.35359772,Tsaang-Gubat
0.441860465,0.467297832,1.005405405,0.953492681,1.428876798,Tsaang-Gubat
0.473684211,0.50064509,1.007246377,0.972827804,1.388437804,Tsaang-Gubat
0.497435897,0.462714369,1.024137931,0.961160021,1.455895936,Tsaang-Gubat
0.48502994,0.435343887,1.028455285,0.955201378,1.525028185,Tsaang-Gubat
0.460251046,0.38326836,1.070402299,0.949624145,1.553048204,Tsaang-Gubat
0.494791667,0.354409575,1.18006993,0.962402636,1.419455253,Tsaang-Gubat
0.481481481,0.473910903,1.017921147,0.96090665,1.41357771,Tsaang-Gubat
0.450777202,0.447963991,1.017985612,0.966977138,1.470315236,Tsaang-Gubat
0.457286432,0.418317005,1.029411765,0.956885352,1.53661434,Tsaang-Gubat
0.414634146,0.458395465,1,0.969493214,1.43231441,Tsaang-Gubat
0.381909548,0.429523293,1.005494505,0.955481358,1.468064454,Tsaang-Gubat
0.464052288,0.477726985,1.006756757,0.968877551,1.430094787,Tsaang-Gubat
0.409090909,0.468807515,1.008130081,0.973070399,1.380692961,Tsaang-Gubat
0.445714286,0.472728958,1.011952191,0.971285643,1.40605686,Tsaang-Gubat
0.903614458,0.376981348,1.216701903,0.929595584,1.409682208,Oregano
0.804347826,0.337123154,1.270531401,0.934205972,1.433142472,Oregano
0.84375,0.349308373,1.208232446,0.92035104,1.529148306,Oregano
0.9,0.371719876,1.217241379,0.920502789,1.435160065,Oregano
0.750915751,0.348916213,1.277777778,0.949880284,1.356431324,Oregano
0.808943089,0.348710774,1.261261261,0.929479306,1.406360424,Oregano
0.815261044,0.329642356,1.302222222,0.933979626,1.402836368,Oregano
0.823529412,0.375796586,1.194285714,0.933945027,1.46263769,Oregano
0.78057554,0.324844612,1.260649087,0.913896071,1.510415623,Oregano
0.883928571,0.337594097,1.257142857,0.907598158,1.480472662,Oregano
0.824626866,0.302993092,1.349385246,0.925673432,1.416226298,Oregano
0.746323529,0.301368634,1.295983087,0.92544479,1.531777957,Oregano
0.853125,0.36293547,1.246192893,0.941665289,1.39407963,Oregano
0.890282132,0.306293493,1.327787022,0.918717353,1.459201752,Oregano
0.746753247,0.320622669,1.287709497,0.934705995,1.451609598,Oregano
0.734748011,0.339443514,1.232006126,0.933770413,1.493314839,Oregano
0.75066313,0.308617476,1.29469697,0.927474204,1.48741792,Oregano
0.801282051,0.381511891,1.189285714,0.930407296,1.448064606,Oregano
0.860962567,0.344697478,1.228776978,0.925055489,1.504954949,Oregano
0.836065574,0.333570774,1.254843517,0.918415402,1.487785114,Oregano
0.826315789,0.359194993,1.212121212,0.933889751,1.479020762,Oregano
0.801007557,0.322621763,1.286115007,0.922526334,1.461958913,Oregano
0.831202046,0.364328076,1.213986014,0.936805764,1.454380022,Oregano
0.801488834,0.355616375,1.226896552,0.932209212,1.453395413,Oregano
0.812652068,0.362363829,1.204301075,0.930980747,1.482440605,Oregano
0.804878049,0.350602197,1.231756757,0.929068136,1.459216359,Oregano
0.865482234,0.339830612,1.253069577,0.922096031,1.472243529,Oregano
0.800925926,0.301987255,1.312741313,0.930844479,1.494585487,Oregano
0.850374065,0.314189715,1.282345013,0.919564511,1.510216028,Oregano
